Drug,Review,Score,Likes
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have been on Seroquel  (along with a myriad of other psychiatric medication) for 10 years at a dose of 600mg at night. For a while I would get so sedated that while sleeping I would stop breathing and jump awake feeling like I was drowning. While the medicine has been very helpful, I am starting to titrate it down in the hope of losing the 15kg that I put on when I started it. I now find it impossible to sleep without it so I'm coming off it very slowly hoping that my other medicines will keep my mood balanced. Overall a really good medication.",0,12
Quetiapine,"<b>Seroquel (quetiapine):</b>			 BEST medication for Bipolar I Disorder!  I have had psychotic episodes my entire life, up for weeks, voices, could never sleep, screaming at night!  This medication was my savior.  Initially I gained weight.  I was eating carbs like crazy.  But after my moods stabilized I started enjoying life and the weight started coming off.  There are many different medicines out there.  If one doesn't work, don't give up.  Try something else, work with your doctor to adjust the dosage.  I am up to 600mg at night.  I wish I would have found this years ago!",0,26
Quetiapine,<b>Seroquel XR (quetiapine):</b>			 The Seroquel makes me feel like I'm dreaming. I kind of feel like I'm losing my sense of reality. The dreams/nightmares I have seem lucid like I can't tell the difference between  what I dreamt and what really happened. It is just completely changing my personality. I don't feel like myself anymore.,0,35
Quetiapine,"<b>Seroquel (quetiapine):</b>			 At the time I began taking Seroquel 4 years ago, my depressions were so severe that I attempted suicide and almost dropped out of college. Although my bipolar symptoms improved quickly, I dealt with extreme side effects (mostly a constant foggy and emotion-less feeling) until I reduced the dose from 600 to 300mg. Although my cholesterol has risen and life-threatening side effects of Seroquel have been discovered, I continue to take the medicine as I am completely unable to sleep without it and I can't imagine going back to the way I was 4 years ago.",0,18
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Seroquel only helped at the start and only with sleep. It has now been 10 years and it is making me a walking ZOMBIE. I have had major weight gain, I was a mere 120 when I started taking this medicine, I now weigh over 200 pounds. It is a nightmare for me. I still constantly eat. I can not stop.",0,24
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Good medicine but caused tachycardia, high blood pressure and panic attacks 2 hours after taking 300mg XR.",0,10
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I was having a blast with a manic episode, then the deepest depressive episode set in, and Seroquel is the only medicine that stopped it.",0,25
Quetiapine,<b>Seroquel XR (quetiapine):</b>			 Made me too hungover and groggy the next day.  I was even breaking my 50mg pill in half.,0,21
Quetiapine,<b>Seroquel (quetiapine):</b>			 I was becoming very paranoid for no reason at all and in fact I felt I was justified!  This takes all that away and helps me sleep at night too.,0,20
Quetiapine,<b>Seroquel XR (quetiapine):</b>			 I used to be so paranoid I couldn't even sleep at night. I would go into manic episodes and be in lala land for days until this wonderful pill came into my life. I have never felt better. I just never felt so good I'm happy.,0,27
Quetiapine,"<b>Seroquel (quetiapine):</b>			 This medicine works like a miracle. It keep me very stable, I haven't got major mood swings anymore. With Seroquel I feel very stable and happy. I also take Depakote.",0,14
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I had been on Depakote for years for my bipolar disorder. But it did not help my depression. Antidepressants seemed to cause hypomania. After starting on Seroquel, I am sleeping better and my mood is more stable. I am less likely to have rapid cycling, and my episodes of either depression or hypomania are more likely to be short-lived.",0,22
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Seroquel is an amazing medicine if you have received a proper diagnosis. Since about age 6, I have suffered with painfully debilitating depression. Most days I could barely pretend to engage and talk to people. I would just sit in my room and cry for hours almost everyday. I also experienced horrible paranoia involving the belief that someone was watching me. My parents were very opposed to any medical treatment for my condition so I just suffered though multiple suicide attempts, self injury, and other serious emotional issues until the age 21. I finally gathered the courage to seek treatment for my condition.  After years of absolute hell on earth my life is back together, thanks to Seroquel.",0,38
Quetiapine,"<b>Seroquel (quetiapine):</b>			 So far so good. I have been on Remeron (30 mg) for 3 years.  It stopped being effective almost a year ago. Since then I have tried many other things. Finally my doctor suggested Seroquel (100 mg at bedtime), in addition to the Remeron. I noticed the difference almost immediately -- within 24 hours. Severe depression symptoms have eased off and also less anxiety. Unlike others, I have had no grogginess with it so far. So, while its early in the game, Seroquel looks to be good so far. Will post update as my treatment time continues.",0,14
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I changed to Seroquel from Zyprexa because of uncontrollable appetite. I don't have this so much with Seroquel. I feel like myself now, experiencing emotions in a normal way as well as a better ability to think. Seroquel (as well as the Zyprexa) has allowed me to return to work full time after a long period of feeling I was walking around dead, waiting for the next trial medicine to work. These atypical antipsychotic medicines worked quickly - even in the lower initial doses I could feel a change. They gave me a life, to the point where I was able to have a relationship and now marry. My only problem is sweating, which is difficult here in the Tropics.",0,23
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have been on Seroquel for several years. I am taking 400mg at bedtime to help with insomnia but mostly for bipolar. I have tried other medications to help me sleep like trazodone, Ambien, and Klonopin.  The Seroquel works but boy do I eat after taking this pill.  I'm tired of eating so heavy after taking this pill.",0,12
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 I suffer from bipolar1, OCD, very severe anxiety, and post traumatic stress disorder. I had been in a mental hospital and had taken so many medicines. I could never stop thinking to the point where I stayed awake all night. Mood swings, temper, just raving mad ,waiting to be set off. Some medicines worked for a short time, and others just didn't work. So my psychologist put me on Lamictal, but it works very slowly and you have to start it on a low dose and work your way up. I had taken it before, but my other doctor left and every other doctor wanted to put me on Lithium but I said no because I have Lupus. But when he put me on Seroquel XR, well that's when things began to look a little bit brighter. It does make you sleepy, but its a great medicine, at least for me anyway. Hope this helps.",0,33
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I found this medication helpful with reducing hypomanic symptoms - mainly I took it to control episodes of violent rage which it did. It gave me tachycardia so I had to discontinue.  My PROBLEM with this medicine is that it has changed my body permanently (so far - it's been 3 yrs). I was one of those people who could eat whatever I wanted, exercise, not exercise - I never gained weight. Now I'm carrying an extra 10 kgs which I am NOT happy about. I can't get rid of it.",0,14
